(4705, 5059)
(2029, 4277)
(2975, 4589)
(495, 3749)
(2435, 4063)
(7874, 5882)
(1683, 4023)
(8437, 5881)
(9344, 6159)
(7250, 5544)
(2402, 4163)
(7768, 5689)
(3226, 4419)
(5972, 5280)
(9766, 6322)
(117, 3562)
(7699, 5756)
(6273, 5566)
(3937, 4888)
(8472, 5954)
(45, 3619)
(7369, 5747)
(8812, 6093)
(7270, 5702)
(4630, 4714)
(1583, 4139)
(6477, 5494)
(9972, 6411)
(5417, 5265)
(8861, 6135)
(301, 3577)
(4121, 4607)
(9843, 6358)
(7616, 5700)
(3128, 4471)
(6024, 5410)
(9863, 6586)
(5021, 5189)
(8826, 6030)
(5940, 5417)
(9734, 6558)
(8073, 5833)
(9693, 6296)
(9765, 6525)
(195, 3569)
(918, 3887)
(5351, 5281)
(8306, 5790)
(9560, 6205)
(9833, 6280)
(2021, 4191)
(6204, 5357)
(9000, 6224)
(1383, 4122)
(7915, 5842)
(6446, 5503)
(8056, 5713)
(8478, 5979)
(1305, 3736)
(951, 3766)
(4181, 4731)
(8639, 5898)
(8938, 6154)
(2143, 4111)
(3404, 4515)
(5227, 5023)
(4843, 4912)
(2620, 4312)
(1446, 3817)
(4833, 4793)
(8349, 5986)
(1582, 3839)
(5752, 5063)
(5142, 5125)
(779, 3673)
(1754, 4068)
(5438, 5114)
(8757, 5982)
(7597, 5589)
(4396, 4681)
(2560, 4130)
(7967, 5848)
(2531, 4217)
(9770, 6509)
(9824, 6530)
(5621, 5255)
(8001, 5908)
(2048, 4300)
(8001, 5953)
(8644, 6063)
(8803, 6083)
(7936, 5688)
(808, 3786)
(6694, 5406)
(6433, 5545)
(763, 3823)
(2719, 4162)
(3104, 4388)
(5318, 5097)
(518, 3514)
(7956, 6052)
(7122, 5657)
(6259, 5410)
(7460, 5703)
(5916, 5223)
(1705, 4110)
(6253, 5492)
(3846, 4574)
(2541, 4459)
(5128, 5055)
(385, 3775)
(7679, 5691)
(3256, 4608)
(2159, 4233)
(5199, 5195)
(538, 3638)
(2794, 4473)
(1649, 4149)
(7885, 5704)
(4177, 4584)
(5761, 5326)
(5226, 5036)
(2634, 4428)
(2156, 4045)
(6190, 5218)
(9801, 6300)
(1573, 4171)
(8881, 6212)
(3960, 4637)
(8877, 6214)
(2513, 4348)
(8168, 5737)
(8647, 6022)
(7920, 5792)
(6521, 5457)
(93, 3743)
(9755, 6458)
(7469, 5604)
(9185, 6209)
(8659, 5960)
(5895, 5375)
(2936, 4225)
(2356, 4225)
(5917, 5141)
(1227, 4013)
(3968, 4627)
(9568, 6401)
(5042, 5013)
(3897, 4700)
(5788, 5173)
(6297, 5317)
(9039, 6241)
(1809, 4152)
(8274, 5935)
(4579, 4986)
(3773, 4496)
(818, 3960)
(3888, 4590)
(5738, 5375)
(441, 3794)
(2563, 4094)
(8907, 6069)
(2365, 4273)
(5089, 5098)
(2049, 4142)
