(405, 213)
(62, 296)
(381, 221)
(50, 296)
(457, 196)
(393, 216)
(158, 275)
(121, 278)
(117, 288)
(338, 223)
(451, 201)
(7, 300)
(47, 308)
(233, 249)
(184, 264)
(400, 224)
(26, 298)
(117, 283)
(195, 253)
(105, 283)
(86, 295)
(394, 208)
(162, 275)
(409, 202)
(184, 261)
(90, 284)
(462, 190)
(290, 234)
(380, 211)
(252, 245)
(375, 222)
(365, 222)
(163, 275)
(96, 291)
(171, 276)
(395, 207)
(397, 215)
(109, 280)
(239, 253)
(381, 218)
(262, 251)
(257, 251)
(119, 284)
(385, 221)
(247, 256)
(120, 289)
(378, 210)
(486, 194)
(258, 256)
(98, 289)
(291, 231)
(420, 34)
(414, 381)
(285, 206)
(151, 340)
(8, 500)
(148, 111)
(167, 256)
(254, 445)
(6, 347)
(354, 158)
(374, 355)
(72, 45)
(133, 334)
(126, 342)
